id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,pass_fail
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,34,14,22,30,23,11,37,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,13,16,36,32,38,25,27,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,33,17,27,17,19,12,22,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,27,34,36,19,34,26,21,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,23,25,25,14,32,28,26,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,18,36,25,10,32,19,22,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,15,17,19,11,16,14,24,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,30,12,22,12,11,28,39,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,36,13,10,20,35,33,17,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,10,14,19,12,31,18,14,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,31,26,34,21,23,20,39,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,21,19,20,32,11,26,25,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,15,30,17,25,29,37,38,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,39,24,32,23,10,17,20,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,35,38,10,35,12,14,22,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,12,35,21,28,32,37,34,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,11,14,39,20,29,24,21,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,32,12,38,20,35,34,29,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,34,20,33,33,28,24,34,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,22,16,12,24,34,27,39,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,39,22,34,28,25,28,21,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,11,28,22,38,21,12,28,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,26,34,14,32,38,20,28,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,24,32,39,13,11,32,18,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,30,19,39,19,21,12,34,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,29,16,14,29,28,35,12,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,34,19,11,10,16,30,27,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,36,31,24,15,12,26,32,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,23,33,25,36,23,34,32,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,21,38,33,19,18,31,39,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,25,32,15,26,37,14,16,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,10,19,13,32,30,10,19,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,16,19,11,12,27,39,23,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,13,15,37,35,23,18,17,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,10,14,31,16,30,23,21,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,36,15,32,26,24,15,13,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,31,13,14,38,39,12,21,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,32,12,12,39,16,24,23,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,36,14,21,17,26,33,36,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,29,15,38,37,20,26,14,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,36,30,21,19,13,23,21,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,29,17,15,30,15,33,36,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,13,18,24,12,23,32,14,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,13,38,27,14,37,15,17,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,10,35,26,32,37,22,36,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,12,13,11,25,29,16,16,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,21,19,28,12,38,11,29,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,14,25,23,31,34,35,25,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,18,11,27,29,37,34,34,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,28,29,29,20,37,33,35,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,29,33,39,23,21,25,10,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,30,17,39,34,20,17,31,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,16,23,14,21,32,33,36,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,20,22,22,12,23,35,30,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,33,26,25,29,34,11,27,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,17,22,19,13,19,30,22,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,30,31,27,23,25,15,22,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,37,37,24,34,35,18,33,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,38,20,20,20,26,35,30,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,14,16,20,12,28,26,14,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,34,37,21,35,26,32,33,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,28,18,17,36,37,16,13,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,31,33,10,37,33,29,30,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,24,16,13,36,38,12,23,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,28,33,20,11,16,30,28,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,27,13,12,19,23,25,23,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,18,21,28,15,16,25,13,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,25,30,15,24,29,25,16,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,28,32,15,27,23,25,11,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,10,36,26,36,12,24,39,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,21,26,38,32,19,36,26,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,32,21,11,24,38,23,33,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,25,26,34,33,15,20,38,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,37,27,21,22,31,25,21,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,34,35,28,23,31,20,24,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,10,34,15,29,24,26,24,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,28,32,29,29,16,34,24,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,29,18,23,39,27,29,12,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,17,38,39,14,33,27,25,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,35,29,23,17,39,39,26,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,31,13,11,20,29,17,17,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,27,25,25,23,36,33,14,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,32,27,36,34,21,22,27,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,16,38,38,17,23,18,20,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,36,38,18,26,38,38,20,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,37,20,14,37,23,32,23,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,24,36,24,33,19,13,38,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,11,36,29,31,35,29,38,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,13,24,29,25,39,25,31,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,26,29,39,27,18,16,31,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,18,16,16,39,15,30,13,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,34,34,24,30,32,17,35,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,25,26,30,20,35,33,35,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,14,38,36,38,26,36,39,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,28,12,19,33,18,19,25,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,21,26,23,13,16,12,14,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,37,26,36,38,26,32,34,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,29,14,16,31,17,18,33,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,12,21,20,10,18,31,30,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,38,32,33,38,35,16,33,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,13,15,30,39,18,36,31,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,17,26,15,27,14,18,12,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,20,25,34,32,17,36,32,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,31,22,32,15,20,27,12,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,28,26,31,23,34,31,12,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,32,36,14,21,11,22,14,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,24,29,16,15,15,28,11,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,12,12,13,27,14,13,39,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,20,18,30,17,37,21,16,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,29,25,20,33,37,28,30,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,12,31,35,34,39,33,12,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,37,15,37,33,23,16,19,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,31,16,30,17,17,10,10,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,29,23,15,36,21,37,27,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,33,30,24,27,26,13,17,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,39,14,23,16,26,14,26,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,11,35,35,39,39,34,24,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,37,36,31,39,20,39,20,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,22,39,39,39,16,22,27,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,22,22,31,30,18,28,11,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,20,20,30,24,26,15,37,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,30,13,26,15,14,30,10,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,14,22,21,16,12,28,14,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,24,30,39,30,28,38,15,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,28,37,10,11,22,31,31,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,27,10,19,16,26,28,35,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,38,32,18,36,25,27,34,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,17,21,33,32,26,20,35,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,10,30,16,18,21,28,19,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,35,28,35,36,12,11,29,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,20,33,12,38,11,23,39,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,38,14,16,21,26,19,22,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,29,22,32,31,29,17,10,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,34,22,34,13,17,36,18,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,11,13,27,19,34,32,31,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,23,31,14,24,26,20,34,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,30,20,18,39,26,23,36,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,30,34,14,37,36,28,22,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,38,20,10,30,11,15,12,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,15,37,36,21,35,20,27,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,31,12,21,21,34,30,19,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,14,28,31,34,22,35,28,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,24,19,18,16,39,31,28,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,23,19,34,24,12,32,14,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,14,28,21,12,39,38,23,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,22,14,38,19,21,14,37,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,17,39,33,31,34,29,15,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,22,29,34,17,35,11,32,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,21,31,35,23,10,21,10,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,20,30,14,18,17,34,16,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,31,18,38,14,36,33,25,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,33,26,17,17,12,18,23,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,29,15,22,35,17,21,28,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,36,15,24,24,34,14,30,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,34,29,10,28,34,28,33,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,10,24,28,18,10,30,12,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,13,25,39,35,22,14,20,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,27,31,12,35,37,15,28,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,17,19,29,13,34,30,29,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,29,21,30,37,23,23,27,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,19,11,36,28,24,32,27,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,38,35,19,14,39,20,35,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,12,29,20,30,24,39,31,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,37,24,37,11,11,32,29,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,30,14,24,18,25,25,12,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,32,34,39,14,19,37,15,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,29,14,36,12,15,35,23,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,12,21,12,34,11,15,29,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,36,12,19,29,38,28,26,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,36,17,38,15,18,38,19,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,23,39,28,23,36,34,13,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,23,20,25,15,12,12,22,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,28,25,28,29,30,10,27,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,35,13,29,32,37,35,15,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,34,36,17,25,35,33,27,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,17,29,14,33,23,21,16,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,17,21,34,35,14,21,22,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,28,12,35,14,29,20,14,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,23,33,33,25,39,22,20,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,11,11,35,33,28,26,23,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,38,23,24,31,33,28,17,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,15,39,17,25,25,38,22,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,10,39,15,16,26,31,19,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,31,30,15,13,19,17,38,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,20,10,28,25,19,21,10,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,11,32,26,18,13,36,26,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,16,23,36,17,20,33,20,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,21,29,11,37,25,15,11,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,31,10,10,38,28,34,14,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,29,22,13,24,13,36,29,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,22,30,22,16,21,16,23,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,13,14,34,14,28,34,15,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,24,22,34,18,17,19,24,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,14,27,12,24,23,27,17,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,25,16,14,25,32,36,37,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,12,29,37,17,16,15,21,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,27,19,15,26,18,31,22,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,15,12,17,15,34,13,19,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,23,38,33,22,27,12,38,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,38,26,28,22,33,27,15,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,27,18,11,38,19,30,12,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,39,13,19,24,17,38,12,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,14,13,15,10,20,29,11,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,27,33,30,27,34,29,13,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,20,31,33,22,30,23,13,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,14,19,21,16,10,30,12,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,35,12,22,29,14,17,20,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,35,13,29,21,13,13,18,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,23,29,26,39,28,15,18,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,14,20,26,37,34,19,17,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,19,37,26,26,38,19,34,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,36,15,16,12,11,10,39,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,21,15,15,19,34,16,33,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,20,33,38,31,15,18,24,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,14,27,31,34,35,12,18,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,32,15,35,25,35,14,18,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,18,13,14,10,30,32,12,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,35,20,18,36,18,19,14,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,10,30,39,26,25,38,19,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,11,11,22,19,28,10,17,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,22,23,23,25,38,30,23,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,13,38,21,38,32,12,12,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,31,27,10,36,28,24,35,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,26,20,11,32,35,17,11,0
